,행정구역,연도,월,평당분양가격,인구수,경제활동인구,소득
1514,인천광역시,2021,6,14883.0,2940927,1629000,330
1515,경기도,2021,6,13797.3,13611628,7422000,361
1516,부산광역시,2021,6,14539.8,3327350,1715000,328
1517,대구광역시,2021,6,15496.8,2387631,1265000,309
1518,광주광역시,2021,6,14173.5,1468912,772000,314
1519,대전광역시,2021,6,12196.8,1478831,811000,340
1520,울산광역시,2021,6,14701.5,1123676,575000,351
1521,세종특별자치시,2021,6,12533.4,366165,189000,353
1522,강원도,2021,6,9639.3,1520457,840000,316
1523,충청북도,2021,6,8669.1,1632358,920000,331
1524,충청남도,2021,6,9266.4,2176548,1221000,356
1525,전라북도,2021,6,8814.3,1794192,974000,308
1526,전라남도,2021,6,10074.9,1782951,1008000,335
1527,경상북도,2021,6,10061.7,2640965,1457000,345
1528,경상남도,2021,6,10230.0,3317568,1805000,339
1529,제주특별자치도,2021,6,24783.0,673189,395000,290
1530,서울특별시,2021,7,30396.3,9501528,5312000,390
1531,인천광역시,2021,7,14859.9,2940927,1629000,330
1532,경기도,2021,7,13688.4,13611628,7422000,361
1533,부산광역시,2021,7,14493.6,3327350,1715000,328
1534,대구광역시,2021,7,15467.1,2387631,1265000,309
1535,광주광역시,2021,7,14163.6,1468912,772000,314
1536,대전광역시,2021,7,12196.8,1478831,811000,340
1537,울산광역시,2021,7,14747.7,1123676,575000,351
1538,세종특별자치시,2021,7,12553.2,366165,189000,353
1539,강원도,2021,7,9253.2,1520457,840000,316
1540,충청북도,2021,7,8685.6,1632358,920000,331
1541,충청남도,2021,7,9345.6,2176548,1221000,356
1542,전라북도,2021,7,8893.5,1794192,974000,308
1543,전라남도,2021,7,10249.8,1782951,1008000,335
1544,경상북도,2021,7,10602.9,2640965,1457000,345
1545,경상남도,2021,7,10665.6,3317568,1805000,339
1546,제주특별자치도,2021,7,27574.8,673189,395000,290
1547,서울특별시,2021,8,31346.7,9501528,5312000,390
1548,인천광역시,2021,8,14239.5,2940927,1629000,330
1549,경기도,2021,8,13747.8,13611628,7422000,361
1550,부산광역시,2021,8,14381.4,3327350,1715000,328
1551,대구광역시,2021,8,15536.4,2387631,1265000,309
1552,광주광역시,2021,8,14160.3,1468912,772000,314
1553,대전광역시,2021,8,12196.8,1478831,811000,340
1554,울산광역시,2021,8,14364.9,1123676,575000,351
1555,세종특별자치시,2021,8,12553.2,366165,189000,353
1556,강원도,2021,8,9253.2,1520457,840000,316
1557,충청북도,2021,8,8698.8,1632358,920000,331
1558,충청남도,2021,8,9500.7,2176548,1221000,356
1559,전라북도,2021,8,8877.0,1794192,974000,308
1560,전라남도,2021,8,10490.7,1782951,1008000,335
1561,경상북도,2021,8,10602.9,2640965,1457000,345
1562,경상남도,2021,8,10642.5,3317568,1805000,339
1563,제주특별자치도,2021,8,27574.8,673189,395000,290
1564,서울특별시,2021,9,31353.3,9501528,5312000,390
1565,인천광역시,2021,9,14239.5,2940927,1629000,330
1566,경기도,2021,9,13949.1,13611628,7422000,361
1567,부산광역시,2021,9,14381.4,3327350,1715000,328
1568,대구광역시,2021,9,15675.0,2387631,1265000,309
1569,광주광역시,2021,9,14315.4,1468912,772000,314
1570,대전광역시,2021,9,12266.1,1478831,811000,340
1571,울산광역시,2021,9,14199.9,1123676,575000,351
1572,세종특별자치시,2021,9,12553.2,366165,189000,353
1573,강원도,2021,9,9428.1,1520457,840000,316
1574,충청북도,2021,9,8731.8,1632358,920000,331
1575,충청남도,2021,9,9543.6,2176548,1221000,356
1576,전라북도,2021,9,8715.3,1794192,974000,308
1577,전라남도,2021,9,10487.4,1782951,1008000,335
1578,경상북도,2021,9,10345.5,2640965,1457000,345
1579,경상남도,2021,9,10873.5,3317568,1805000,339
1580,제주특별자치도,2021,9,27574.8,673189,395000,290
1581,서울특별시,2021,10,31884.6,9501528,5312000,390
1582,인천광역시,2021,10,14242.8,2940927,1629000,330
1583,경기도,2021,10,13866.6,13611628,7422000,361
1584,부산광역시,2021,10,14586.0,3327350,1715000,328
1585,대구광역시,2021,10,15582.6,2387631,1265000,309
1586,광주광역시,2021,10,14094.3,1468912,772000,314
1587,대전광역시,2021,10,12351.9,1478831,811000,340
1588,울산광역시,2021,10,14199.9,1123676,575000,351
1589,세종특별자치시,2021,10,12767.7,366165,189000,353
1590,강원도,2021,10,9804.3,1520457,840000,316
1591,충청북도,2021,10,8731.8,1632358,920000,331
1592,충청남도,2021,10,9629.4,2176548,1221000,356
1593,전라북도,2021,10,8860.5,1794192,974000,308
1594,전라남도,2021,10,9886.8,1782951,1008000,335
1595,경상북도,2021,10,10332.3,2640965,1457000,345
1596,경상남도,2021,10,10969.2,3317568,1805000,339
1597,제주특별자치도,2021,10,22638.0,673189,395000,290
1598,서울특별시,2021,11,32841.6,9501528,5312000,390
1599,인천광역시,2021,11,14704.8,2940927,1629000,330
1600,경기도,2021,11,14774.1,13611628,7422000,361
1601,부산광역시,2021,11,15226.2,3327350,1715000,328
1602,대구광역시,2021,11,15721.2,2387631,1265000,309
1603,광주광역시,2021,11,14180.1,1468912,772000,314
1604,대전광역시,2021,11,12351.9,1478831,811000,340
1605,울산광역시,2021,11,14199.9,1123676,575000,351
1606,세종특별자치시,2021,11,12767.7,366165,189000,353
1607,강원도,2021,11,9929.7,1520457,840000,316
1608,충청북도,2021,11,8725.199999999999,1632358,920000,331
1609,충청남도,2021,11,9471.0,2176548,1221000,356
1610,전라북도,2021,11,8976.0,1794192,974000,308
1611,전라남도,2021,11,9764.7,1782951,1008000,335
1612,경상북도,2021,11,10434.6,2640965,1457000,345
1613,경상남도,2021,11,10692.0,3317568,1805000,339
1614,제주특별자치도,2021,11,22638.0,673189,395000,290
